0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.064366368483129630e-03,-1.032183184241564815e-03,2.064366368483129630e-03,-1.032183184241564815e-03,2.064366368483129630e-03,5.160915921207824076e-04
-8.224909183108903774e-03,-4.112454591554451887e-03,8.224909183108903774e-03,-4.112454591554451887e-03,8.224909183108903774e-03,2.056227295777225943e-03
-1.838447300356069875e-02,-9.192236501780349373e-03,1.838447300356069875e-02,-9.192236501780349373e-03,1.838447300356069875e-02,4.596118250890174686e-03
-3.238283543936082420e-02,-1.619141771968041210e-02,3.238283543936082420e-02,-1.619141771968041210e-02,3.238283543936082420e-02,8.095708859840206051e-03
-4.999923395268026510e-02,-2.499961697634013255e-02,4.999923395268026510e-02,-2.499961697634013255e-02,4.999923395268026510e-02,1.249980848817006628e-02
-7.095584741543763119e-02,-3.547792370771881559e-02,7.095584741543763119e-02,-3.547792370771881559e-02,7.095584741543763119e-02,1.773896185385940780e-02
-9.492217751445117258e-02,-4.746108875722558629e-02,9.492217751445117258e-02,-4.746108875722558629e-02,9.492217751445117258e-02,2.373054437861279314e-02
-1.215202609072677659e-01,-6.076013045363388293e-02,1.215202609072677659e-01,-6.076013045363388293e-02,1.215202609072677659e-01,3.038006522681694146e-02
-1.503306299298578508e-01,-7.516531496492892539e-02,1.503306299298578508e-01,-7.516531496492892539e-02,1.503306299298578508e-01,3.758265748246446269e-02
-1.808989278522549760e-01,-9.044946392612748798e-02,1.808989278522549760e-01,-9.044946392612748798e-02,1.808989278522549760e-01,4.522473196306374399e-02
-2.127430743556068538e-01,-1.063715371778034269e-01,2.127430743556068538e-01,-1.063715371778034269e-01,2.127430743556068538e-01,5.318576858890171344e-02
-2.453608682267846008e-01,-1.226804341133923004e-01,2.453608682267846008e-01,-1.226804341133923004e-01,2.453608682267846008e-01,6.134021705669615021e-02
-2.782379073715142148e-01,-1.391189536857571074e-01,2.782379073715142148e-01,-1.391189536857571074e-01,2.782379073715142148e-01,6.955947684287855370e-02
-3.108557012426920174e-01,-1.554278506213460087e-01,3.108557012426920174e-01,-1.554278506213460087e-01,3.108557012426920174e-01,7.771392531067300435e-02
-3.426998477460438397e-01,-1.713499238730219199e-01,3.426998477460438397e-01,-1.713499238730219199e-01,3.426998477460438397e-01,8.567496193651095993e-02
-3.732681456684409649e-01,-1.866340728342204824e-01,3.732681456684409649e-01,-1.866340728342204824e-01,3.732681456684409649e-01,9.331703641711024122e-02
-4.020785146910311747e-01,-2.010392573455155873e-01,4.020785146910311747e-01,-2.010392573455155873e-01,4.020785146910311747e-01,1.005196286727577937e-01
-4.286765980838476708e-01,-2.143382990419238354e-01,4.286765980838476708e-01,-2.143382990419238354e-01,4.286765980838476708e-01,1.071691495209619177e-01
-4.526429281828611151e-01,-2.263214640914305575e-01,4.526429281828611151e-01,-2.263214640914305575e-01,4.526429281828611151e-01,1.131607320457152788e-01
-4.735995416456185714e-01,-2.367997708228092857e-01,4.735995416456185714e-01,-2.367997708228092857e-01,4.735995416456185714e-01,1.183998854114046428e-01
-4.912159401589379359e-01,-2.456079700794689680e-01,4.912159401589379359e-01,-2.456079700794689680e-01,4.912159401589379359e-01,1.228039850397344840e-01
-5.052143025947380961e-01,-2.526071512973690480e-01,5.052143025947380961e-01,-2.526071512973690480e-01,5.052143025947380961e-01,1.263035756486845240e-01
-5.153738664151898963e-01,-2.576869332075949481e-01,5.153738664151898963e-01,-2.576869332075949481e-01,5.153738664151898963e-01,1.288434666037974741e-01
-5.215344092298156431e-01,-2.607672046149078215e-01,5.215344092298156431e-01,-2.607672046149078215e-01,5.215344092298156431e-01,1.303836023074539108e-01
-5.235987755982988157e-01,-2.617993877991494078e-01,5.235987755982988157e-01,-2.617993877991494078e-01,5.235987755982988157e-01,1.308996938995747039e-01
-5.215344092298156431e-01,-2.607672046149078215e-01,5.215344092298156431e-01,-2.607672046149078215e-01,5.215344092298156431e-01,1.303836023074539108e-01
-5.153738664151898963e-01,-2.576869332075949481e-01,5.153738664151898963e-01,-2.576869332075949481e-01,5.153738664151898963e-01,1.288434666037974741e-01
-5.052143025947380961e-01,-2.526071512973690480e-01,5.052143025947380961e-01,-2.526071512973690480e-01,5.052143025947380961e-01,1.263035756486845240e-01
-4.912159401589379915e-01,-2.456079700794689957e-01,4.912159401589379915e-01,-2.456079700794689957e-01,4.912159401589379915e-01,1.228039850397344979e-01
-4.735995416456185714e-01,-2.367997708228092857e-01,4.735995416456185714e-01,-2.367997708228092857e-01,4.735995416456185714e-01,1.183998854114046428e-01
-4.526429281828611706e-01,-2.263214640914305853e-01,4.526429281828611706e-01,-2.263214640914305853e-01,4.526429281828611706e-01,1.131607320457152926e-01
-4.286765980838476153e-01,-2.143382990419238077e-01,4.286765980838476153e-01,-2.143382990419238077e-01,4.286765980838476153e-01,1.071691495209619038e-01
-4.020785146910310637e-01,-2.010392573455155318e-01,4.020785146910310637e-01,-2.010392573455155318e-01,4.020785146910310637e-01,1.005196286727577659e-01
-3.732681456684409649e-01,-1.866340728342204824e-01,3.732681456684409649e-01,-1.866340728342204824e-01,3.732681456684409649e-01,9.331703641711024122e-02
-3.426998477460438397e-01,-1.713499238730219199e-01,3.426998477460438397e-01,-1.713499238730219199e-01,3.426998477460438397e-01,8.567496193651095993e-02
-3.108557012426919619e-01,-1.554278506213459810e-01,3.108557012426919619e-01,-1.554278506213459810e-01,3.108557012426919619e-01,7.771392531067299048e-02
-2.782379073715142148e-01,-1.391189536857571074e-01,2.782379073715142148e-01,-1.391189536857571074e-01,2.782379073715142148e-01,6.955947684287855370e-02
-2.453608682267846008e-01,-1.226804341133923004e-01,2.453608682267846008e-01,-1.226804341133923004e-01,2.453608682267846008e-01,6.134021705669615021e-02
-2.127430743556067982e-01,-1.063715371778033991e-01,2.127430743556067982e-01,-1.063715371778033991e-01,2.127430743556067982e-01,5.318576858890169956e-02
-1.808989278522549760e-01,-9.044946392612748798e-02,1.808989278522549760e-01,-9.044946392612748798e-02,1.808989278522549760e-01,4.522473196306374399e-02
-1.503306299298578508e-01,-7.516531496492892539e-02,1.503306299298578508e-01,-7.516531496492892539e-02,1.503306299298578508e-01,3.758265748246446269e-02
-1.215202609072676410e-01,-6.076013045363382048e-02,1.215202609072676410e-01,-6.076013045363382048e-02,1.215202609072676410e-01,3.038006522681691024e-02
-9.492217751445114482e-02,-4.746108875722557241e-02,9.492217751445114482e-02,-4.746108875722557241e-02,9.492217751445114482e-02,2.373054437861278620e-02
-7.095584741543770058e-02,-3.547792370771885029e-02,7.095584741543770058e-02,-3.547792370771885029e-02,7.095584741543770058e-02,1.773896185385942514e-02
